t+5,t+6,t+7,t+8
0.0,20.0,0.0,0.0
20.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,25.0
0.0,0.0,25.0,0.0
0.0,25.0,0.0,0.0
25.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,288.0
0.0,0.0,288.0,0.0
0.0,288.0,0.0,0.0
288.0,0.0,0.0,0.0
0.0,0.0,0.0,29.0
0.0,0.0,29.0,432.0
0.0,29.0,432.0,0.0
29.0,432.0,0.0,110.5
432.0,0.0,110.5,0.0
0.0,110.5,0.0,0.0
110.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,178.0
0.0,0.0,178.0,0.0
0.0,178.0,0.0,11.5
178.0,0.0,11.5,0.0
0.0,11.5,0.0,148.0
11.5,0.0,148.0,432.5
0.0,148.0,432.5,176.0
148.0,432.5,176.0,0.0
432.5,176.0,0.0,78.0
176.0,0.0,78.0,0.0
0.0,78.0,0.0,94.0
78.0,0.0,94.0,23.0
0.0,94.0,23.0,0.0
94.0,23.0,0.0,0.0
23.0,0.0,0.0,93.0
0.0,0.0,93.0,40.0
0.0,93.0,40.0,12.5
93.0,40.0,12.5,0.0
40.0,12.5,0.0,0.0
12.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,15.0
0.0,0.0,15.0,218.0
0.0,15.0,218.0,0.0
15.0,218.0,0.0,0.4
218.0,0.0,0.4,0.0
0.0,0.4,0.0,0.0
0.4,0.0,0.0,0.0
0.0,0.0,0.0,147.0
0.0,0.0,147.0,106.0
0.0,147.0,106.0,7.0
147.0,106.0,7.0,0.0
106.0,7.0,0.0,0.0
7.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,13.0
0.0,0.0,13.0,434.5
0.0,13.0,434.5,217.5
13.0,434.5,217.5,26.4
434.5,217.5,26.4,6.9
217.5,26.4,6.9,0.0
26.4,6.9,0.0,64.3
6.9,0.0,64.3,206.0
0.0,64.3,206.0,0.0
64.3,206.0,0.0,91.0
206.0,0.0,91.0,91.0
0.0,91.0,91.0,14.2
91.0,91.0,14.2,441.0
91.0,14.2,441.0,3.0
14.2,441.0,3.0,0.0
441.0,3.0,0.0,230.0
3.0,0.0,230.0,52.0
0.0,230.0,52.0,0.0
230.0,52.0,0.0,0.0
52.0,0.0,0.0,17.0
0.0,0.0,17.0,0.0
0.0,17.0,0.0,0.0
17.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,400.0
0.0,0.0,400.0,250.7
0.0,400.0,250.7,0.0
400.0,250.7,0.0,244.0
250.7,0.0,244.0,78.9
0.0,244.0,78.9,0.0
244.0,78.9,0.0,0.0
78.9,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,228.0
0.0,0.0,228.0,119.6
0.0,228.0,119.6,0.0
228.0,119.6,0.0,231.6
119.6,0.0,231.6,0.0
0.0,231.6,0.0,0.0
231.6,0.0,0.0,0.0
0.0,0.0,0.0,468.0
0.0,0.0,468.0,0.0
0.0,468.0,0.0,266.0
468.0,0.0,266.0,0.0
0.0,266.0,0.0,0.0
266.0,0.0,0.0,494.8
0.0,0.0,494.8,0.0
0.0,494.8,0.0,0.0
494.8,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,350.0
0.0,0.0,350.0,0.0
0.0,350.0,0.0,0.0
350.0,0.0,0.0,0.0
0.0,0.0,0.0,372.0
0.0,0.0,372.0,0.0
0.0,372.0,0.0,0.1
372.0,0.0,0.1,0.0
0.0,0.1,0.0,0.0
0.1,0.0,0.0,0.0
0.0,0.0,0.0,39.5
0.0,0.0,39.5,356.4
0.0,39.5,356.4,376.1
39.5,356.4,376.1,0.0
356.4,376.1,0.0,756.0
376.1,0.0,756.0,0.0
0.0,756.0,0.0,0.0
756.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,378.0
0.0,0.0,378.0,0.0
0.0,378.0,0.0,0.0
378.0,0.0,0.0,9.5
0.0,0.0,9.5,0.0
0.0,9.5,0.0,290.0
9.5,0.0,290.0,0.0
0.0,290.0,0.0,16.5
290.0,0.0,16.5,0.0
0.0,16.5,0.0,13.5
16.5,0.0,13.5,0.0
0.0,13.5,0.0,0.0
13.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.5
0.0,0.0,5.5,0.0
0.0,5.5,0.0,0.0
5.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.0
0.0,0.0,4.0,0.0
0.0,4.0,0.0,0.0
4.0,0.0,0.0,0.0
0.0,0.0,0.0,733.0
0.0,0.0,733.0,0.0
0.0,733.0,0.0,0.0
733.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,245.0
0.0,0.0,245.0,0.0
0.0,245.0,0.0,0.0
245.0,0.0,0.0,71.0
0.0,0.0,71.0,0.0
0.0,71.0,0.0,696.0
71.0,0.0,696.0,0.0
0.0,696.0,0.0,0.0
696.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,58.5
0.0,0.0,58.5,13.0
0.0,58.5,13.0,0.0
58.5,13.0,0.0,0.0
13.0,0.0,0.0,0.0
0.0,776.0,0.0,0.0
776.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,918.5
0.0,0.0,918.5,0.0
0.0,918.5,0.0,0.0
918.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,67.0
0.0,0.0,67.0,99.0
0.0,67.0,99.0,0.0
67.0,99.0,0.0,0.0
99.0,0.0,0.0,0.0
0.0,0.0,0.0,152.0
0.0,0.0,152.0,0.0
0.0,152.0,0.0,0.0
152.0,0.0,0.0,274.0
0.0,0.0,274.0,108.0
0.0,274.0,108.0,0.0
274.0,108.0,0.0,0.0
108.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,325.0
0.0,0.0,325.0,0.0
0.0,325.0,0.0,240.0
325.0,0.0,240.0,0.0
0.0,240.0,0.0,0.0
240.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.0
0.0,0.0,5.0,0.0
0.0,5.0,0.0,107.4
5.0,0.0,107.4,0.0
0.0,107.4,0.0,0.0
107.4,0.0,0.0,105.0
0.0,0.0,105.0,279.6
0.0,105.0,279.6,0.0
105.0,279.6,0.0,0.0
279.6,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,131.0
0.0,0.0,131.0,0.0
0.0,131.0,0.0,0.0
131.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0
0.0,0.0,0.0,3.5
0.0,0.0,3.5,0.0
0.0,3.5,0.0,0.0
3.5,0.0,0.0,392.0
0.0,0.0,392.0,0.0
0.0,392.0,0.0,0.0
392.0,0.0,0.0,0.0
0.0,0.0,0.0,391.5
0.0,0.0,391.5,381.0
0.0,391.5,381.0,0.0
391.5,381.0,0.0,0.0
381.0,0.0,0.0,0.0
0.0,0.0,0.0,66.0
0.0,0.0,66.0,216.0
0.0,66.0,216.0,0.0
66.0,216.0,0.0,0.0
216.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,142.0
0.0,0.0,142.0,40.0
0.0,142.0,40.0,0.0
142.0,40.0,0.0,0.0
40.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,85.0
0.0,0.0,85.0,16.0
0.0,85.0,16.0,0.0
85.0,16.0,0.0,0.0
16.0,0.0,0.0,12.5
0.0,0.0,12.5,0.0
0.0,12.5,0.0,0.0
12.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,314.0
0.0,0.0,314.0,16.3
0.0,314.0,16.3,35.2
314.0,16.3,35.2,0.0
16.3,35.2,0.0,485.0
35.2,0.0,485.0,0.0
0.0,485.0,0.0,0.0
485.0,0.0,0.0,131.0
0.0,0.0,131.0,3.5
0.0,131.0,3.5,2.5
131.0,3.5,2.5,0.0
3.5,2.5,0.0,0.0
2.5,0.0,0.0,492.0
0.0,0.0,492.0,0.0
0.0,492.0,0.0,14.0
492.0,0.0,14.0,20.0
0.0,14.0,20.0,0.0
14.0,20.0,0.0,0.0
20.0,0.0,0.0,0.0
0.0,0.0,0.0,17.0
0.0,0.0,17.0,85.0
0.0,17.0,85.0,0.0
17.0,85.0,0.0,0.0
85.0,0.0,0.0,35.0
0.0,0.0,35.0,20.0
0.0,35.0,20.0,0.0
35.0,20.0,0.0,0.0
20.0,0.0,0.0,176.0
0.0,0.0,176.0,0.0
0.0,176.0,0.0,19.0
176.0,0.0,19.0,0.0
0.0,19.0,0.0,15.5
19.0,0.0,15.5,0.0
0.0,15.5,0.0,0.0
15.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,80.0
0.0,0.0,80.0,238.0
0.0,80.0,238.0,11.7
80.0,238.0,11.7,0.0
238.0,11.7,0.0,154.8
11.7,0.0,154.8,0.0
0.0,154.8,0.0,0.0
154.8,0.0,0.0,0.0
0.0,0.0,0.0,124.5
0.0,0.0,124.5,0.0
0.0,124.5,0.0,124.5
124.5,0.0,124.5,0.0
0.0,124.5,0.0,72.5
124.5,0.0,72.5,54.3
0.0,72.5,54.3,0.0
72.5,54.3,0.0,0.0
54.3,0.0,0.0,132.0
0.0,0.0,132.0,0.0
0.0,132.0,0.0,0.0
132.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,229.0
0.0,0.0,229.0,0.0
0.0,229.0,0.0,20.0
229.0,0.0,20.0,0.0
0.0,20.0,0.0,0.0
20.0,0.0,0.0,236.0
0.0,0.0,236.0,0.0
0.0,236.0,0.0,0.0
236.0,0.0,0.0,0.0
0.0,0.0,0.0,118.0
0.0,0.0,118.0,0.0
0.0,118.0,0.0,0.0
118.0,0.0,0.0,0.0
0.0,0.0,0.0,19.0
0.0,0.0,19.0,0.0
0.0,19.0,0.0,250.0
19.0,0.0,250.0,0.0
0.0,250.0,0.0,0.0
250.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,365.5
0.0,0.0,365.5,344.0
0.0,365.5,344.0,243.0
365.5,344.0,243.0,0.0
344.0,243.0,0.0,0.0
243.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,118.0
0.0,0.0,118.0,0.0
0.0,118.0,0.0,31.5
118.0,0.0,31.5,0.0
0.0,31.5,0.0,0.0
31.5,0.0,0.0,0.0
0.0,0.0,0.0,160.0
0.0,0.0,160.0,0.0
0.0,160.0,0.0,0.0
160.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,33.0
0.0,0.0,33.0,84.5
0.0,33.0,84.5,0.0
33.0,84.5,0.0,84.5
84.5,0.0,84.5,104.0
0.0,84.5,104.0,35.0
84.5,104.0,35.0,0.0
104.0,35.0,0.0,0.0
35.0,0.0,0.0,0.0
0.0,0.0,0.0,80.2
0.0,0.0,80.2,0.0
0.0,80.2,0.0,81.2
80.2,0.0,81.2,0.0
0.0,81.2,0.0,0.0
81.2,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,20.0
0.0,0.0,20.0,112.7
0.0,20.0,112.7,0.0
20.0,112.7,0.0,0.0
112.7,0.0,0.0,8.0
0.0,0.0,8.0,0.0
0.0,8.0,0.0,0.0
8.0,0.0,0.0,184.5
0.0,0.0,184.5,8.3
0.0,184.5,8.3,0.2
184.5,8.3,0.2,28.0
8.3,0.2,28.0,0.0
0.2,28.0,0.0,314.0
28.0,0.0,314.0,206.2
0.0,314.0,206.2,0.0
314.0,206.2,0.0,10.7
206.2,0.0,10.7,0.0
0.0,10.7,0.0,0.0
10.7,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,89.0
0.0,0.0,89.0,0.0
0.0,89.0,0.0,99.5
89.0,0.0,99.5,8.0
0.0,99.5,8.0,74.0
99.5,8.0,74.0,0.0
8.0,74.0,0.0,0.0
74.0,0.0,0.0,27.0
0.0,0.0,27.0,154.0
0.0,27.0,154.0,0.0
27.0,154.0,0.0,90.5
154.0,0.0,90.5,96.5
0.0,90.5,96.5,0.0
90.5,96.5,0.0,0.0
96.5,0.0,0.0,0.0
0.0,0.0,0.0,64.5
0.0,0.0,64.5,46.0
0.0,64.5,46.0,0.0
64.5,46.0,0.0,63.5
46.0,0.0,63.5,0.0
0.0,63.5,0.0,141.0
63.5,0.0,141.0,141.0
0.0,141.0,141.0,141.0
141.0,141.0,141.0,0.0
141.0,141.0,0.0,197.0
141.0,0.0,197.0,0.0
0.0,197.0,0.0,0.0
197.0,0.0,0.0,190.13
0.0,0.0,190.13,0.0
0.0,190.13,0.0,0.0
190.13,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.57
0.0,0.0,3.57,368.0
0.0,3.57,368.0,128.5
3.57,368.0,128.5,0.0
368.0,128.5,0.0,0.0
128.5,0.0,0.0,0.0
0.0,0.0,0.0,313.5
0.0,0.0,313.5,0.0
0.0,313.5,0.0,0.0
313.5,0.0,0.0,164.0
0.0,0.0,164.0,0.0
0.0,164.0,0.0,20.0
164.0,0.0,20.0,0.0
0.0,20.0,0.0,0.0
20.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,135.0
0.0,0.0,135.0,0.0
0.0,135.0,0.0,0.0
135.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,77.0
0.0,0.0,77.0,0.0
0.0,77.0,0.0,0.0
77.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,161.0
0.0,0.0,161.0,0.0
0.0,161.0,0.0,0.0
161.0,0.0,0.0,0.0
0.0,0.0,0.0,308.0
0.0,0.0,308.0,1.0
0.0,308.0,1.0,0.0
308.0,1.0,0.0,206.0
1.0,0.0,206.0,197.0
0.0,206.0,197.0,79.0
206.0,197.0,79.0,55.0
197.0,79.0,55.0,5.0
79.0,55.0,5.0,45.0
55.0,5.0,45.0,211.0
5.0,45.0,211.0,103.0
45.0,211.0,103.0,4.0
211.0,103.0,4.0,0.0
103.0,4.0,0.0,57.0
4.0,0.0,57.0,0.0
0.0,57.0,0.0,0.0
57.0,0.0,0.0,252.0
0.0,0.0,252.0,235.0
0.0,252.0,235.0,14.0
252.0,235.0,14.0,81.0
235.0,14.0,81.0,6.0
14.0,81.0,6.0,358.0
81.0,6.0,358.0,30.0
6.0,358.0,30.0,236.0
358.0,30.0,236.0,49.1
30.0,236.0,49.1,0.0
236.0,49.1,0.0,0.0
49.1,0.0,0.0,0.0
0.0,0.0,0.0,403.0
0.0,0.0,403.0,0.0
0.0,403.0,0.0,237.0
403.0,0.0,237.0,158.0
0.0,237.0,158.0,148.5
237.0,158.0,148.5,0.0
158.0,148.5,0.0,0.0
0.0,0.0,0.0,227.0
0.0,0.0,227.0,0.0
0.0,227.0,0.0,349.0
227.0,0.0,349.0,9.0
0.0,349.0,9.0,71.5
349.0,9.0,71.5,0.0
9.0,71.5,0.0,0.0
71.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,41.5
0.0,0.0,41.5,0.0
0.0,41.5,0.0,0.0
41.5,0.0,0.0,0.0
0.0,0.0,0.0,253.0
0.0,0.0,253.0,0.0
0.0,253.0,0.0,0.0
253.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,743.0
0.0,0.0,743.0,0.0
0.0,743.0,0.0,0.0
743.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,263.0
0.0,0.0,263.0,0.0
0.0,263.0,0.0,0.0
263.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,250.0
0.0,0.0,250.0,187.5
0.0,250.0,187.5,0.0
250.0,187.5,0.0,125.0
187.5,0.0,125.0,492.5
0.0,125.0,492.5,0.0
125.0,492.5,0.0,0.0
492.5,0.0,0.0,0.0
0.0,0.0,0.0,42.5
0.0,0.0,42.5,0.0
0.0,42.5,0.0,0.0
42.5,0.0,0.0,302.5
0.0,0.0,302.5,230.0
0.0,302.5,230.0,0.0
302.5,230.0,0.0,0.0
230.0,0.0,0.0,0.0
0.0,0.0,0.0,65.0
0.0,0.0,65.0,621.5
0.0,65.0,621.5,0.0
65.0,621.5,0.0,0.0
621.5,0.0,0.0,308.0
0.0,0.0,308.0,0.0
0.0,308.0,0.0,4.0
308.0,0.0,4.0,0.0
0.0,4.0,0.0,0.0
4.0,0.0,0.0,0.0
0.0,0.0,0.0,194.0
0.0,0.0,194.0,71.0
0.0,194.0,71.0,0.0
194.0,71.0,0.0,0.0
71.0,0.0,0.0,374.0
0.0,0.0,374.0,0.0
0.0,374.0,0.0,0.0
374.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.34
0.0,0.0,1.34,0.0
0.0,1.34,0.0,0.0
1.34,0.0,0.0,47.86
0.0,0.0,47.86,0.0
0.0,47.86,0.0,672.82
47.86,0.0,672.82,23.48
0.0,672.82,23.48,0.0
672.82,23.48,0.0,0.0
23.48,0.0,0.0,0.0
0.0,0.0,0.0,497.0
0.0,0.0,497.0,0.0
0.0,497.0,0.0,0.0
497.0,0.0,0.0,41.0
0.0,0.0,41.0,0.0
0.0,41.0,0.0,0.0
41.0,0.0,0.0,225.0
0.0,0.0,225.0,73.0
0.0,225.0,73.0,0.0
225.0,73.0,0.0,0.0
73.0,0.0,0.0,0.0
0.0,0.0,0.0,360.0
0.0,0.0,360.0,0.0
0.0,360.0,0.0,0.0
360.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,555.5
0.0,0.0,555.5,0.0
0.0,555.5,0.0,14.0
555.5,0.0,14.0,42.5
0.0,14.0,42.5,0.0
14.0,42.5,0.0,2.0
42.5,0.0,2.0,0.0
0.0,2.0,0.0,0.0
2.0,0.0,0.0,27.0
0.0,0.0,27.0,67.0
0.0,27.0,67.0,18.0
27.0,67.0,18.0,0.0
67.0,18.0,0.0,0.0
18.0,0.0,0.0,28.5
0.0,0.0,28.5,0.0
0.0,28.5,0.0,0.0
28.5,0.0,0.0,47.0
0.0,0.0,47.0,0.0
0.0,47.0,0.0,135.0
47.0,0.0,135.0,115.0
0.0,135.0,115.0,0.0
135.0,115.0,0.0,0.0
115.0,0.0,0.0,170.0
0.0,0.0,170.0,9.5
0.0,170.0,9.5,0.0
170.0,9.5,0.0,0.0
9.5,0.0,0.0,445.0
0.0,0.0,445.0,24.5
0.0,445.0,24.5,0.0
445.0,24.5,0.0,0.0
24.5,0.0,0.0,32.0
0.0,0.0,32.0,0.0
0.0,32.0,0.0,0.0
32.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,848.0
0.0,0.0,848.0,13.0
0.0,848.0,13.0,0.0
848.0,13.0,0.0,221.5
13.0,0.0,221.5,90.5
0.0,221.5,90.5,0.0
221.5,90.5,0.0,0.0
90.5,0.0,0.0,198.0
0.0,0.0,198.0,6.0
0.0,198.0,6.0,23.5
198.0,6.0,23.5,0.0
6.0,23.5,0.0,0.0
23.5,0.0,0.0,7.0
0.0,0.0,7.0,1.0
0.0,7.0,1.0,0.0
7.0,1.0,0.0,0.0
1.0,0.0,0.0,6.0
0.0,0.0,6.0,144.0
0.0,6.0,144.0,7.5
6.0,144.0,7.5,0.0
144.0,7.5,0.0,79.5
7.5,0.0,79.5,4.0
0.0,79.5,4.0,337.0
79.5,4.0,337.0,0.0
4.0,337.0,0.0,71.0
337.0,0.0,71.0,832.0
0.0,71.0,832.0,52.0
71.0,832.0,52.0,11.0
832.0,52.0,11.0,0.0
52.0,11.0,0.0,0.0
11.0,0.0,0.0,545.0
0.0,0.0,545.0,0.0
0.0,545.0,0.0,270.0
545.0,0.0,270.0,1055.5
0.0,270.0,1055.5,0.0
270.0,1055.5,0.0,0.0
1055.5,0.0,0.0,0.0
0.0,0.0,0.0,59.0
0.0,0.0,59.0,11.0
0.0,59.0,11.0,0.0
59.0,11.0,0.0,0.0
11.0,0.0,0.0,560.0
0.0,0.0,560.0,189.0
0.0,560.0,189.0,5.5
560.0,189.0,5.5,600.0
189.0,5.5,600.0,320.0
5.5,600.0,320.0,0.0
600.0,320.0,0.0,0.0
320.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,1513.5
0.0,0.0,1513.5,265.0
0.0,1513.5,265.0,0.0
1513.5,265.0,0.0,0.0
265.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,88.5
0.0,0.0,88.5,0.0
0.0,88.5,0.0,0.0
88.5,0.0,0.0,520.0
0.0,0.0,520.0,580.5
0.0,520.0,580.5,0.0
520.0,580.5,0.0,0.0
580.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,956.0
0.0,0.0,956.0,426.0
0.0,956.0,426.0,687.0
956.0,426.0,687.0,72.0
426.0,687.0,72.0,0.0
687.0,72.0,0.0,0.0
72.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,839.5
0.0,0.0,839.5,26.0
0.0,839.5,26.0,6.0
839.5,26.0,6.0,0.0
26.0,6.0,0.0,0.0
6.0,0.0,0.0,0.0
0.0,0.0,0.0,71.0
0.0,0.0,71.0,576.0
0.0,71.0,576.0,450.0
71.0,576.0,450.0,39.0
576.0,450.0,39.0,0.0
450.0,39.0,0.0,0.0
39.0,0.0,0.0,0.0
0.0,0.0,0.0,396.0
0.0,0.0,396.0,25.0
0.0,396.0,25.0,0.0
396.0,25.0,0.0,0.0
25.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,93.0
0.0,0.0,93.0,0.0
0.0,93.0,0.0,1352.4
93.0,0.0,1352.4,0.0
0.0,1352.4,0.0,27.0
1352.4,0.0,27.0,0.0
0.0,27.0,0.0,0.0
27.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
