t+5,t+6,t+7,t+8
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,29.0
0.0,0.0,29.0,0.0
0.0,29.0,0.0,0.0
29.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,16.0
0.0,0.0,16.0,4.5
0.0,16.0,4.5,0.0
16.0,4.5,0.0,0.0
4.5,0.0,0.0,24.22
0.0,0.0,24.22,1.5
0.0,24.22,1.5,0.0
24.22,1.5,0.0,0.0
1.5,0.0,0.0,0.0
0.0,0.0,0.0,16.0
0.0,0.0,16.0,0.0
0.0,16.0,0.0,0.0
16.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,31.28
0.0,0.0,31.28,0.0
0.0,31.28,0.0,20.0
31.28,0.0,20.0,0.5
0.0,20.0,0.5,0.0
20.0,0.5,0.0,68.0
0.5,0.0,68.0,48.0
0.0,68.0,48.0,3.5
68.0,48.0,3.5,0.0
48.0,3.5,0.0,108.5
3.5,0.0,108.5,0.0
0.0,108.5,0.0,0.0
108.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,127.0
0.0,0.0,127.0,0.0
0.0,127.0,0.0,105.0
127.0,0.0,105.0,64.0
0.0,105.0,64.0,0.0
105.0,64.0,0.0,12.5
64.0,0.0,12.5,0.0
0.0,12.5,0.0,0.0
12.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,64.0
0.0,0.0,64.0,0.0
0.0,64.0,0.0,0.0
64.0,0.0,0.0,16.0
0.0,0.0,16.0,55.5
0.0,16.0,55.5,0.0
16.0,55.5,0.0,0.0
55.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,23.0
0.0,0.0,23.0,0.0
0.0,23.0,0.0,14.5
23.0,0.0,14.5,57.0
0.0,14.5,57.0,0.0
14.5,57.0,0.0,146.0
57.0,0.0,146.0,15.0
0.0,146.0,15.0,11.5
146.0,15.0,11.5,7.0
15.0,11.5,7.0,0.0
11.5,7.0,0.0,57.5
7.0,0.0,57.5,0.0
0.0,57.5,0.0,0.0
57.5,0.0,0.0,0.0
0.0,0.0,0.0,67.0
0.0,0.0,67.0,26.18
0.0,67.0,26.18,17.32
67.0,26.18,17.32,6.0
26.18,17.32,6.0,5.2
17.32,6.0,5.2,0.0
6.0,5.2,0.0,49.87
5.2,0.0,49.87,88.93
0.0,49.87,88.93,0.0
49.87,88.93,0.0,0.0
88.93,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,151.5
0.0,0.0,151.5,126.85
0.0,151.5,126.85,0.0
151.5,126.85,0.0,0.0
126.85,0.0,0.0,0.0
0.0,0.0,0.0,125.0
0.0,0.0,125.0,0.0
0.0,125.0,0.0,0.0
125.0,0.0,0.0,3.15
0.0,0.0,3.15,0.0
0.0,3.15,0.0,0.0
3.15,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,49.4
0.0,0.0,49.4,1.1
0.0,49.4,1.1,149.0
49.4,1.1,149.0,0.0
1.1,149.0,0.0,0.0
149.0,0.0,0.0,65.18
0.0,0.0,65.18,181.5
0.0,65.18,181.5,13.82
65.18,181.5,13.82,0.0
181.5,13.82,0.0,0.0
13.82,0.0,0.0,81.0
0.0,0.0,81.0,0.0
0.0,81.0,0.0,0.0
81.0,0.0,0.0,253.0
0.0,0.0,253.0,0.0
0.0,253.0,0.0,0.0
253.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,33.0
0.0,0.0,33.0,0.0
0.0,33.0,0.0,167.0
33.0,0.0,167.0,0.0
0.0,167.0,0.0,0.0
167.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,590.38
0.0,0.0,590.38,0.0
0.0,590.38,0.0,0.0
590.38,0.0,0.0,0.0
0.0,0.0,0.0,388.0
0.0,0.0,388.0,0.0
0.0,388.0,0.0,113.78
388.0,0.0,113.78,810.0
0.0,113.78,810.0,0.0
113.78,810.0,0.0,0.0
810.0,0.0,0.0,0.0
0.0,0.0,0.0,0.35
0.0,0.0,0.35,0.0
0.0,0.35,0.0,0.0
0.35,0.0,0.0,0.0
0.0,0.0,0.0,21.0
0.0,0.0,21.0,0.0
0.0,21.0,0.0,0.0
21.0,0.0,0.0,59.5
0.0,0.0,59.5,0.0
0.0,59.5,0.0,13.18
59.5,0.0,13.18,0.0
0.0,13.18,0.0,0.0
13.18,0.0,0.0,0.0
0.0,0.0,0.0,11.0
0.0,0.0,11.0,0.0
0.0,11.0,0.0,129.32
11.0,0.0,129.32,0.0
0.0,129.32,0.0,0.0
129.32,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,485.0
0.0,0.0,485.0,131.0
0.0,485.0,131.0,0.0
485.0,131.0,0.0,0.0
131.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,10.0
0.0,0.0,10.0,0.0
0.0,10.0,0.0,238.8
10.0,0.0,238.8,0.0
0.0,238.8,0.0,144.2
238.8,0.0,144.2,0.0
0.0,144.2,0.0,0.0
144.2,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,25.18
0.0,0.0,25.18,0.02
0.0,25.18,0.02,0.0
25.18,0.02,0.0,0.0
0.02,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,483.1
0.0,0.0,483.1,36.6
0.0,483.1,36.6,0.0
483.1,36.6,0.0,85.6
36.6,0.0,85.6,0.0
0.0,85.6,0.0,608.0
85.6,0.0,608.0,0.0
0.0,608.0,0.0,0.0
608.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0
0.0,1.0,0.0,177.0
1.0,0.0,177.0,0.0
0.0,177.0,0.0,0.0
177.0,0.0,0.0,0.0
0.0,0.0,0.0,30.4
0.0,0.0,30.4,0.0
0.0,30.4,0.0,0.0
30.4,0.0,0.0,0.0
0.0,0.0,0.0,28.6
0.0,0.0,28.6,400.5
0.0,28.6,400.5,0.0
28.6,400.5,0.0,120.0
400.5,0.0,120.0,0.0
0.0,120.0,0.0,163.0
120.0,0.0,163.0,32.6
0.0,163.0,32.6,45.0
163.0,32.6,45.0,0.0
32.6,45.0,0.0,204.0
45.0,0.0,204.0,256.4
0.0,204.0,256.4,693.0
204.0,256.4,693.0,0.0
256.4,693.0,0.0,0.0
693.0,0.0,0.0,0.0
0.0,0.0,0.0,24.2
0.0,0.0,24.2,0.0
0.0,24.2,0.0,458.3
24.2,0.0,458.3,129.0
0.0,458.3,129.0,0.0
458.3,129.0,0.0,243.0
129.0,0.0,243.0,43.0
0.0,243.0,43.0,522.0
243.0,43.0,522.0,10.0
43.0,522.0,10.0,126.0
522.0,10.0,126.0,32.0
10.0,126.0,32.0,86.0
126.0,32.0,86.0,0.0
32.0,86.0,0.0,0.0
86.0,0.0,0.0,740.0
0.0,0.0,740.0,0.0
0.0,740.0,0.0,0.0
740.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,15.0
0.0,0.0,15.0,1.0
0.0,15.0,1.0,0.0
15.0,1.0,0.0,747.0
1.0,0.0,747.0,0.0
0.0,747.0,0.0,0.0
747.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,182.5
0.0,0.0,182.5,0.0
0.0,182.5,0.0,1.0
182.5,0.0,1.0,403.0
0.0,1.0,403.0,0.0
1.0,403.0,0.0,0.0
403.0,0.0,0.0,69.0
0.0,0.0,69.0,0.0
0.0,69.0,0.0,1.0
69.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0
1.0,0.0,0.0,303.0
0.0,0.0,303.0,0.0
0.0,303.0,0.0,0.0
303.0,0.0,0.0,32.0
0.0,0.0,32.0,0.0
0.0,32.0,0.0,345.0
32.0,0.0,345.0,0.0
0.0,345.0,0.0,0.0
345.0,0.0,0.0,0.0
0.0,0.0,0.0,252.0
0.0,0.0,252.0,0.0
0.0,252.0,0.0,75.5
252.0,0.0,75.5,0.0
0.0,75.5,0.0,42.5
75.5,0.0,42.5,0.0
0.0,42.5,0.0,310.0
42.5,0.0,310.0,320.0
0.0,310.0,320.0,0.0
310.0,320.0,0.0,264.0
320.0,0.0,264.0,0.0
0.0,264.0,0.0,0.0
264.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,201.0
0.0,0.0,201.0,9.0
0.0,201.0,9.0,141.0
201.0,9.0,141.0,195.0
9.0,141.0,195.0,0.0
141.0,195.0,0.0,611.6
55.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,18.5
0.0,0.0,18.5,0.0
0.0,18.5,0.0,0.0
18.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,22.5
0.0,0.0,22.5,38.0
0.0,22.5,38.0,15.0
22.5,38.0,15.0,139.0
38.0,15.0,139.0,0.0
15.0,139.0,0.0,22.0
139.0,0.0,22.0,0.0
0.0,22.0,0.0,226.0
22.0,0.0,226.0,0.0
0.0,226.0,0.0,0.0
226.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,155.5
0.0,0.0,155.5,155.5
0.0,155.5,155.5,83.0
155.5,155.5,83.0,83.0
155.5,83.0,83.0,24.5
83.0,83.0,24.5,0.0
83.0,24.5,0.0,112.5
24.5,0.0,112.5,0.0
0.0,112.5,0.0,0.0
112.5,0.0,0.0,112.5
0.0,0.0,112.5,83.0
0.0,112.5,83.0,83.0
112.5,83.0,83.0,0.0
83.0,83.0,0.0,0.0
83.0,0.0,0.0,83.0
0.0,0.0,83.0,0.0
0.0,83.0,0.0,0.0
83.0,0.0,0.0,0.0
0.0,0.0,0.0,66.5
0.0,0.0,66.5,0.0
0.0,66.5,0.0,117.0
66.5,0.0,117.0,0.0
0.0,117.0,0.0,0.0
117.0,0.0,0.0,37.0
0.0,0.0,37.0,0.0
0.0,37.0,0.0,0.0
37.0,0.0,0.0,0.0
0.0,0.0,0.0,71.0
0.0,0.0,71.0,0.0
0.0,71.0,0.0,0.0
71.0,0.0,0.0,0.0
0.0,0.0,0.0,67.0
0.0,0.0,67.0,0.0
0.0,67.0,0.0,0.0
67.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,37.68
0.0,0.0,37.68,0.0
0.0,37.68,0.0,0.0
37.68,0.0,0.0,19.32
0.0,0.0,19.32,0.0
0.0,19.32,0.0,35.88
19.32,0.0,35.88,38.0
0.0,35.88,38.0,50.0
35.88,38.0,50.0,0.0
38.0,50.0,0.0,4.12
50.0,0.0,4.12,0.0
0.0,4.12,0.0,0.0
4.12,0.0,0.0,0.0
0.0,0.0,0.0,38.0
0.0,0.0,38.0,97.0
0.0,38.0,97.0,0.0
38.0,97.0,0.0,0.0
97.0,0.0,0.0,0.0
0.0,0.0,0.0,50.0
0.0,0.0,50.0,139.0
0.0,50.0,139.0,214.0
50.0,139.0,214.0,0.0
139.0,214.0,0.0,0.0
214.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,171.0
0.0,0.0,171.0,0.0
0.0,171.0,0.0,171.0
171.0,0.0,171.0,9.0
0.0,171.0,9.0,34.0
171.0,9.0,34.0,39.21
9.0,34.0,39.21,78.79
34.0,39.21,78.79,63.0
39.21,78.79,63.0,0.0
78.79,63.0,0.0,0.0
63.0,0.0,0.0,0.0
0.0,0.0,0.0,103.0
0.0,0.0,103.0,5.0
0.0,103.0,5.0,0.0
103.0,5.0,0.0,0.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,27.5
0.0,0.0,27.5,79.0
0.0,27.5,79.0,0.0
27.5,79.0,0.0,1.5
79.0,0.0,1.5,19.5
0.0,1.5,19.5,10.5
1.5,19.5,10.5,0.0
19.5,10.5,0.0,71.0
10.5,0.0,71.0,55.5
0.0,71.0,55.5,37.5
71.0,55.5,37.5,0.0
55.5,37.5,0.0,15.5
37.5,0.0,15.5,20.5
0.0,15.5,20.5,0.0
15.5,20.5,0.0,224.0
20.5,0.0,224.0,0.0
0.0,224.0,0.0,0.0
224.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,1.0,190.5
0.0,1.0,190.5,20.0
1.0,190.5,20.0,74.0
190.5,20.0,74.0,56.0
20.0,74.0,56.0,3.5
74.0,56.0,3.5,0.0
56.0,3.5,0.0,0.0
3.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,109.0
0.0,0.0,109.0,22.0
0.0,109.0,22.0,0.0
109.0,22.0,0.0,88.0
22.0,0.0,88.0,185.0
0.0,88.0,185.0,0.0
88.0,185.0,0.0,13.0
185.0,0.0,13.0,8.0
0.0,13.0,8.0,0.0
13.0,8.0,0.0,59.0
8.0,0.0,59.0,1.5
0.0,59.0,1.5,0.0
59.0,1.5,0.0,0.0
1.5,0.0,0.0,0.0
0.0,0.0,0.0,162.0
0.0,0.0,162.0,27.0
0.0,162.0,27.0,0.0
162.0,27.0,0.0,74.26
27.0,0.0,74.26,0.0
0.0,74.26,0.0,0.0
74.26,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,317.74
0.0,0.0,317.74,0.0
0.0,317.74,0.0,0.0
317.74,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,457.0
0.0,0.0,457.0,78.5
0.0,457.0,78.5,196.08
457.0,78.5,196.08,0.0
78.5,196.08,0.0,0.0
196.08,0.0,0.0,113.5
0.0,0.0,113.5,0.0
0.0,113.5,0.0,0.0
113.5,0.0,0.0,412.5
0.0,0.0,412.5,0.0
0.0,412.5,0.0,0.0
412.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,35.0
0.0,0.0,35.0,241.0
0.0,35.0,241.0,0.0
35.0,241.0,0.0,10.0
241.0,0.0,10.0,0.0
0.0,10.0,0.0,0.0
10.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,286.94
0.0,0.0,286.94,0.0
0.0,286.94,0.0,91.54
286.94,0.0,91.54,222.26
0.0,91.54,222.26,185.0
91.54,222.26,185.0,0.0
222.26,185.0,0.0,16.5
185.0,0.0,16.5,1.0
0.0,16.5,1.0,10.0
16.5,1.0,10.0,0.0
1.0,10.0,0.0,0.0
10.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,105.0
0.0,0.0,105.0,396.4
0.0,105.0,396.4,0.0
105.0,396.4,0.0,0.0
396.4,0.0,0.0,100.74
0.0,0.0,100.74,0.0
0.0,100.74,0.0,0.0
100.74,0.0,0.0,20.0
0.0,0.0,20.0,0.0
0.0,20.0,0.0,0.0
20.0,0.0,0.0,36.0
0.0,0.0,36.0,200.0
0.0,36.0,200.0,425.0
36.0,200.0,425.0,0.0
200.0,425.0,0.0,52.54
425.0,0.0,52.54,0.0
0.0,52.54,0.0,15.0
52.54,0.0,15.0,0.0
0.0,15.0,0.0,0.0
15.0,0.0,0.0,371.36
0.0,0.0,371.36,187.14
0.0,371.36,187.14,0.0
371.36,187.14,0.0,0.0
187.14,0.0,0.0,190.0
0.0,0.0,190.0,0.0
0.0,190.0,0.0,87.5
190.0,0.0,87.5,0.0
0.0,87.5,0.0,0.0
87.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,238.0
0.0,0.0,238.0,30.5
0.0,238.0,30.5,0.0
238.0,30.5,0.0,0.0
30.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,133.0
0.0,0.0,133.0,0.0
0.0,133.0,0.0,0.0
133.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.2
0.0,0.0,3.2,0.0
0.0,3.2,0.0,111.26
3.2,0.0,111.26,0.0
0.0,111.26,0.0,473.8
111.26,0.0,473.8,105.0
0.0,473.8,105.0,391.94
473.8,105.0,391.94,0.0
105.0,391.94,0.0,24.4
391.94,0.0,24.4,0.0
0.0,24.4,0.0,0.0
24.4,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,134.0
0.0,0.0,134.0,26.2
0.0,134.0,26.2,0.0
134.0,26.2,0.0,0.0
26.2,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,52.7
0.0,0.0,52.7,0.0
0.0,52.7,0.0,0.0
52.7,0.0,0.0,0.0
0.0,0.0,0.0,33.8
0.0,0.0,33.8,0.0
0.0,33.8,0.0,0.0
33.8,0.0,0.0,100.0
0.0,0.0,100.0,47.4
0.0,100.0,47.4,0.0
100.0,47.4,0.0,0.0
47.4,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,91.8
0.0,0.0,91.8,0.0
0.0,91.8,0.0,0.0
91.8,0.0,0.0,0.0
0.0,0.0,0.0,215.4
0.0,0.0,215.4,0.0
0.0,215.4,0.0,0.0
215.4,0.0,0.0,337.4
0.0,0.0,337.4,0.0
0.0,337.4,0.0,119.25
337.4,0.0,119.25,287.67
0.0,119.25,287.67,20.0
119.25,287.67,20.0,0.0
287.67,20.0,0.0,13.08
20.0,0.0,13.08,0.0
0.0,13.08,0.0,0.0
13.08,0.0,0.0,122.0
0.0,0.0,122.0,392.5
0.0,122.0,392.5,0.0
122.0,392.5,0.0,0.0
392.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,312.81
0.0,0.0,312.81,2.79
0.0,312.81,2.79,155.0
312.81,2.79,155.0,0.0
2.79,155.0,0.0,0.0
155.0,0.0,0.0,0.0
0.0,0.0,0.0,364.5
0.0,0.0,364.5,93.0
0.0,364.5,93.0,0.0
364.5,93.0,0.0,0.0
93.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,220.5
0.0,0.0,220.5,0.0
0.0,220.5,0.0,0.0
220.5,0.0,0.0,0.0
0.0,0.0,0.0,118.0
0.0,0.0,118.0,0.0
0.0,118.0,0.0,62.0
118.0,0.0,62.0,0.0
0.0,62.0,0.0,0.0
62.0,0.0,0.0,165.0
0.0,0.0,165.0,0.0
0.0,165.0,0.0,0.0
165.0,0.0,0.0,0.0
0.0,0.0,0.0,137.5
0.0,0.0,137.5,0.0
0.0,137.5,0.0,0.0
137.5,0.0,0.0,0.0
0.0,0.0,0.0,39.5
0.0,0.0,39.5,0.0
0.0,39.5,0.0,0.0
39.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,73.5
0.0,0.0,73.5,0.0
0.0,73.5,0.0,0.0
73.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,160.0
0.0,0.0,160.0,0.0
0.0,160.0,0.0,0.0
474.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,549.5
0.0,0.0,549.5,624.0
0.0,549.5,624.0,0.0
549.5,624.0,0.0,0.0
624.0,0.0,0.0,156.0
0.0,0.0,156.0,292.5
0.0,156.0,292.5,0.0
156.0,292.5,0.0,0.0
292.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,663.0
0.0,0.0,663.0,0.0
0.0,663.0,0.0,0.0
663.0,0.0,0.0,0.0
0.0,0.0,0.0,117.0
0.0,0.0,117.0,0.0
0.0,117.0,0.0,0.0
117.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,292.5
0.0,0.0,292.5,0.0
0.0,292.5,0.0,0.0
292.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.5
0.0,0.0,4.5,0.0
0.0,4.5,0.0,0.0
4.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,171.0
0.0,0.0,171.0,0.0
0.0,171.0,0.0,0.0
171.0,0.0,0.0,175.5
0.0,0.0,175.5,370.0
0.0,175.5,370.0,0.0
175.5,370.0,0.0,0.0
370.0,0.0,0.0,41.0
0.0,0.0,41.0,0.0
0.0,41.0,0.0,0.0
41.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,8.5
0.0,0.0,8.5,0.0
0.0,8.5,0.0,0.0
8.5,0.0,0.0,167.5
0.0,0.0,167.5,117.0
0.0,167.5,117.0,0.0
167.5,117.0,0.0,0.0
117.0,0.0,0.0,177.0
0.0,0.0,177.0,0.0
0.0,177.0,0.0,59.0
177.0,0.0,59.0,67.0
0.0,59.0,67.0,0.0
59.0,67.0,0.0,0.0
67.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,224.5
0.0,0.0,224.5,25.0
0.0,224.5,25.0,10.0
224.5,25.0,10.0,0.0
25.0,10.0,0.0,0.0
10.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,85.0
0.0,0.0,85.0,3.0
0.0,85.0,3.0,0.0
85.0,3.0,0.0,332.0
3.0,0.0,332.0,0.0
0.0,332.0,0.0,0.0
332.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,103.0
0.0,0.0,103.0,82.0
0.0,103.0,82.0,140.0
103.0,82.0,140.0,124.0
82.0,140.0,124.0,3.0
140.0,124.0,3.0,0.0
124.0,3.0,0.0,0.0
3.0,0.0,0.0,3.5
0.0,0.0,3.5,191.0
0.0,3.5,191.0,359.23
3.5,191.0,359.23,0.0
191.0,359.23,0.0,196.0
359.23,0.0,196.0,0.0
0.0,196.0,0.0,0.0
196.0,0.0,0.0,56.77
0.0,0.0,56.77,32.0
0.0,56.77,32.0,0.0
56.77,32.0,0.0,8.5
32.0,0.0,8.5,0.0
0.0,8.5,0.0,0.0
8.5,0.0,0.0,176.0
0.0,0.0,176.0,193.5
0.0,176.0,193.5,96.0
176.0,193.5,96.0,0.0
193.5,96.0,0.0,0.0
96.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,211.0
0.0,0.0,211.0,46.0
0.0,211.0,46.0,1.5
211.0,46.0,1.5,0.0
46.0,1.5,0.0,0.0
1.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,192.0
0.0,0.0,192.0,6.0
0.0,192.0,6.0,0.0
192.0,6.0,0.0,13.5
6.0,0.0,13.5,0.0
0.0,13.5,0.0,0.0
13.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,469.0
0.0,0.0,469.0,0.0
0.0,469.0,0.0,4.5
469.0,0.0,4.5,0.0
0.0,4.5,0.0,4.91
4.5,0.0,4.91,0.09
0.0,4.91,0.09,0.0
4.91,0.09,0.0,636.0
0.09,0.0,636.0,40.5
0.0,636.0,40.5,0.0
636.0,40.5,0.0,399.5
40.5,0.0,399.5,0.0
0.0,399.5,0.0,0.0
399.5,0.0,0.0,0.0
0.0,0.0,0.0,4.0
0.0,0.0,4.0,0.0
0.0,4.0,0.0,280.0
4.0,0.0,280.0,223.0
0.0,280.0,223.0,203.5
280.0,223.0,203.5,407.5
223.0,203.5,407.5,246.0
203.5,407.5,246.0,83.0
407.5,246.0,83.0,0.0
246.0,83.0,0.0,545.0
83.0,0.0,545.0,71.5
0.0,545.0,71.5,0.0
545.0,71.5,0.0,0.0
71.5,0.0,0.0,0.0
0.0,0.0,0.0,25.0
0.0,0.0,25.0,0.0
0.0,25.0,0.0,20.0
25.0,0.0,20.0,0.0
