CC110110005000,4
CC110210003800,4
CC110104001450,4
CC110106005300,4
CC110108003500,4
CC110215007600,4
CC110103504500,4
CC110020005500,3
CC110108007800,3
CC110220002600,3
CC110212002400,3
CC110208007800,3
CC110108002150,3
CC110220003300,3
CC110104002850,3
CC110106004050,3
CC110108001250,3
CC110106007000,3
CC110203002150,3
CC110106005800,3
CC110203002200,3
CC110207003800,3
CC110209001550,3
CC110207002000,3
CC110203003750,3
CC110220005000,3
CC110203013200,3
CC110106005700,3
CC110210007900,2
CC110210001450,2
CC110215004700,2
CC110105002150,2
CC110203004300,2
CC110215003300,2
CC110214003850,2
CC110210005100,2
CC110115005100,2
CC110203001500,2
CC110203002700,2
CC110107004500,2
CC110208002750,2
CC110220005800,2
CC110212007900,2
CC110215004000,1
CC110225005300,1
CC110216001900,1
CC110235005800,1
CC110110002450,1
CC110230005300,1
CC110210004200,1
CC110210004150,1
CC110110004450,1
CC110110006200,1
CC110108002020,1
CC110108001950,1
CC110108001620,1
CC110206001800,1
CC110120002390,1
CC110200018000,1
CC110203001200,1
CC110108001400,1
CC110235006800,1
CC110240007100,1
CC110104002550,1
CC110205003700,1
CC110205004700,1
CC110240008400,1
CC110110004100,1
